,Date,filingDate,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalEquity,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,initialPrice,finalPrice,delta,class,Liab/Rev,Asset/share
696,5/4/2019,5/22/2019,ADI,1527000000.0,492510000,285846000.0,11742000000.0,21776000000.0,10034000000.0,608085000.0,369761000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,94.05339813,91.2532959,-2.800102234,0,1.8826742998340371,4.075706873841019
697,8/3/2019,8/21/2019,ADI,1480000000.0,482332000,280102000.0,11791000000.0,21567000000.0,9776000000.0,638305000.0,369406000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,101.239975,97.11914825,-4.120826721,0,1.887888314591841,4.067023337455866
698,11/2/2019,11/26/2019,ADI,1392000000.0,501028000,277018000.0,11710000000.0,21393000000.0,9683000000.0,609886000.0,368302000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,107.6516647,106.5366364,-1.115028381,0,1.939630208728733,4.061915790989917
699,2/1/2020,2/19/2020,ADI,1304000000.0,455423000,257073000.0,11690000000.0,21377000000.0,9687000000.0,588503000.0,368220000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,116.6352463,115.5714035,-1.063842773,0,2.0053483169942927,4.061390271063823
700,5/2/2020,5/20/2020,ADI,1317000000.0,470386000,252413000.0,11591000000.0,21351000000.0,9760000000.0,590268000.0,368425000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,108.4464798,105.1240921,-3.322387695,0,2.002935977598283,4.059616692860666
701,8/1/2020,8/19/2020,ADI,1456000000.0,483558000,260794000.0,11778000000.0,21600000000.0,9822000000.0,612646000.0,369166000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,112.4430389,110.4159088,-2.027130127,0,1.9089318178604775,4.069202186370062
702,10/31/2020,11/24/2020,ADI,1478000000.0,503211000,280239000.0,11998000000.0,21469000000.0,9471000000.0,608260000.0,369485000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,130.9515533,130.0523529,-0.899200439,0,1.8575446757428724,4.0622551689743664
703,1/30/2021,2/17/2021,ADI,1558000000.0,513087000,288150000.0,12088000000.0,21440000000.0,9352000000.0,618640000.0,368894000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,153.49646,157.3879089,3.891448975,1,1.7921872767053852,4.062504275369332
704,5/1/2021,5/19/2021,ADI,1661000000.0,524770000,302238000.0,12167000000.0,21588000000.0,9421000000.0,641202000.0,368827000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,147.7562561,153.7776794,6.02142334,1,1.735521409438239,4.0695651843010605
705,7/31/2021,8/18/2021,ADI,1759000000.0,537669000,306617000.0,12264000000.0,21641000000.0,9377000000.0,657520000.0,368214000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,160.6491852,161.4825745,0.833389282,1,1.6735144166082694,4.073680651798069
706,10/30/2021,12/3/2021,ADI,2070000000.0,1218000000,399121000.0,37992000000.0,52322000000.0,14330000000.0,1201000000.0,525331000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,176.6086884,176.8724365,0.263748169,1,1.934806634561407,4.601143671548071
707,1/29/2022,2/16/2022,ADI,2632000000.0,1282000000,426780000.0,37428000000.0,51216000000.0,13788000000.0,972571000.0,523315000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,164.44664,156.6511993,-7.795440674,0,1.6560546352472487,4.58362368495961
708,4/30/2022,5/18/2022,ADI,2923000000.0,1028000000,420901000.0,37100000000.0,50801000000.0,13701000000.0,1075000000.0,519806000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,156.9837799,159.4575043,2.473724365,1,1.5448583368004716,4.582215653421155
709,7/30/2022,8/17/2022,ADI,3059000000.0,1067000000,431829000.0,36638000000.0,50346000000.0,13708000000.0,1203000000.0,514342000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,167.7838593,165.6832275,-2.100631714,0,1.4998915389509784,4.58378603726793
710,10/29/2022,11/22/2022,ADI,3196000000.0,1105000000,421008000.0,36465000000.0,50302000000.0,13837000000.0,1400000000.0,509296000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,166.9067383,167.6697845,0.763046265,1,1.4654461357996966,4.592770736763402
711,1/28/2023,2/15/2023,ADI,3189000000.0,1125000000,414095000.0,36532000000.0,50235000000.0,13703000000.0,1523000000.0,505852000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,195.271225,191.8173065,-3.453918457,0,1.4579073989044715,4.598223137529175
712,3/31/2018,5/4/2018,ADP,3696000000.0,2079000000,162500000.0,4030000000.0,44066000000.0,40036000000.0,,441700000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4.0,0.13,2202.037,113.0715485,113.2609482,0.189399719,1,2.3825278953695217,4.60281287040166
713,6/30/2018,8/3/2018,ADP,3316000000.0,1942000000,152600000.0,4736000000.0,38849000000.0,34113000000.0,,438800000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,121.7071304,122.8947296,1.187599182,1,2.3309193059262525,4.483393887070749
714,9/30/2018,11/1/2018,ADP,3310000000.0,1928000000,158000000.0,4679000000.0,37417000000.0,32738000000.0,,438200000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,128.3467712,128.8022156,0.455444336,1,2.2915882933243332,4.447204998451298
715,12/31/2018,1/31/2019,ADP,3492000000.0,2000000000,156100000.0,4764000000.0,38806000000.0,34042000000.0,,436200000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,128.0972595,131.568985,3.471725464,1,2.277120418430516,4.488229299024932
716,3/31/2019,5/3/2019,ADP,3828000000.0,2093000000,,5246000000.0,48196000000.0,42950000000.0,,435500000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,147.5023804,147.5576172,0.055236816,1,2.4176941745974148,4.706536512984031
717,6/30/2019,8/9/2019,ADP,3479000000.0,2001000000,,5400000000.0,41888000000.0,36488000000.0,,434200000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,155.1871796,153.4663086,-1.720870972,0,2.3502385427769763,4.5692494112598965
718,9/30/2019,11/4/2019,ADP,3496000000.0,2045000000,,5361000000.0,37715000000.0,32354000000.0,,433400000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,150.5125427,148.4484253,-2.064117432,0,2.22511820311001,4.4661520831457
719,12/31/2019,1/31/2020,ADP,3670000000.0,2094000000,,5364000000.0,49059000000.0,43695000000.0,,431800000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,160.2265778,162.6105042,2.383926392,1,2.4770420169786997,4.732816416468186
720,3/31/2020,5/1/2020,ADP,4048000000.0,2239000000,,5490000000.0,43383000000.0,37893000000.0,,429800000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,132.085907,135.9049225,3.819015503,1,2.2365434664393153,4.614502953911294
721,6/30/2020,8/5/2020,ADP,3377000000.0,2067000000,,5753000000.0,39166000000.0,33413000000.0,,429900000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,127.5149155,130.561554,3.046638489,1,2.291957304386184,4.512011678994665
722,9/30/2020,10/30/2020,ADP,3471000000.0,2034000000,,5809000000.0,42390000000.0,36581000000.0,,429300000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,150.453949,153.7876434,3.333694458,1,2.355086242930301,4.5925117890677605
723,12/31/2020,2/1/2021,ADP,3682000000.0,2122000000,,5900000000.0,49326000000.0,43426000000.0,,428100000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,159.2974701,159.7571259,0.459655762,1,2.4676022570037053,4.746849791080887
724,3/31/2021,4/30/2021,ADP,4088000000.0,2278000000,,5674000000.0,54408000000.0,48734000000.0,,426000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,179.981781,184.2842407,4.302459717,1,2.47832108581894,4.84982713490591
725,6/30/2021,8/4/2021,ADP,3768000000.0,2205000000,,5671000000.0,48773000000.0,43102000000.0,,423700000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,205.0164337,205.9835205,0.967086792,1,2.4370250430052787,4.745906502202496
726,9/30/2021,10/29/2021,ADP,3815000000.0,2223000000,,5351000000.0,59987000000.0,54636000000.0,,422000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,218.0837555,215.8007965,-2.282958984,0,2.6617523413602977,4.95687783702928
727,12/31/2021,1/31/2022,ADP,4007000000.0,2341000000,,5050000000.0,59103000000.0,54053000000.0,,420400000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,201.1795349,202.8676605,1.68812561,1,2.6019222147177565,4.94583032466449
728,3/31/2022,4/29/2022,ADP,4494000000.0,2512000000,,4193000000.0,72068000000.0,67875000000.0,,418200000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,213.9599304,215.0779114,1.117980957,1,2.7149246048180338,5.149405609899796
729,6/30/2022,8/3/2022,ADP,4183000000.0,2386000000,,3225000000.0,63068000000.0,59843000000.0,,416100000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,240.7323914,243.5700989,2.83770752,1,2.660695773569499,5.021043172403836
730,9/30/2022,11/2/2022,ADP,4163000000.0,2394000000,,2577000000.0,46365000000.0,43788000000.0,,415200000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,234.9643555,234.3904114,-0.573944092,0,2.3531238389315003,4.715539810984071
731,12/31/2022,2/2/2023,ADP,4322000000.0,2451000000,,2987000000.0,54453000000.0,51466000000.0,,414400000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,227.70047,222.2115479,-5.488922119,0,2.4772031371140764,4.878261532111132
732,4/30/2019,6/7/2019,ZM,121988000.0,24104000,13783000.0,719728000.0,999052000.0,279324000.0,,109709000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,94.05000305,102.0,7.949996948,1,0.8284497193412015,2.2089754234721912
733,7/31/2019,9/13/2019,ZM,145826000.0,27900000,15054000.0,743873000.0,1070000000.0,326127000.0,,271813000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,78.84999847,80.66999817,1.819999695,1,0.8048727458421489,1.3702995976691834
734,10/31/2019,12/9/2019,ZM,166593000.0,30845000,17573000.0,772460000.0,1188000000.0,415540000.0,,273317000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,65.94000244,63.52000046,-2.420001984,0,0.9140251670191109,1.4693942061372158
735,1/31/2020,3/20/2020,ZM,188251000.0,32547000,20669000.0,834098000.0,1290000000.0,455902000.0,,276679000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,130.5500031,159.5599976,29.00999451,1,0.8845016954040668,1.5395395080044918
736,4/30/2020,6/5/2020,ZM,328167000.0,103707000,26389000.0,902000000.0,2068000000.0,1166000000.0,,279891000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,207.6000061,209.8300018,2.229995728,1,1.267811741843191,1.9999369939014497
737,7/31/2020,9/3/2020,ZM,663520000.0,192271000,42734000.0,1199000000.0,2625000000.0,1426000000.0,,282851000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,381.3200073,350.8800049,-30.44000244,0,0.7650696042487366,2.227915917841529
738,10/31/2020,12/4/2020,ZM,777196000.0,258727000,42582000.0,1500000000.0,3050000000.0,1550000000.0,,284783000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,410.0100098,407.8500061,-2.160003662,0,0.6903176391807627,2.37116938302296
739,1/31/2021,3/18/2021,ZM,882485000.0,267284000,52375000.0,3861000000.0,5298000000.0,1437000000.0,,287721000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,316.3200073,328.5,12.17999268,1,0.4875710943731202,2.9130934093639285
740,4/30/2021,6/2/2021,ZM,956237000.0,264994000,65175000.0,4193000000.0,5889000000.0,1696000000.0,,293795000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,327.1099854,336.0,8.890014648,1,0.5730220259705509,2.9979592375279727
741,7/31/2021,8/31/2021,ZM,1021000000.0,261256000,82311000.0,4658000000.0,6509000000.0,1851000000.0,,295713000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,289.5,295.0899963,5.589996338,1,0.5949434941500529,3.0915517241124943
742,10/31/2021,11/23/2021,ZM,1051000000.0,270957000,98508000.0,5114000000.0,6979000000.0,1865000000.0,,297375000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,206.6399994,208.3000031,1.660003662,1,0.5735189613489541,3.1556669503453123
743,1/31/2022,3/7/2022,ZM,1071000000.0,257347000,116996000.0,5780000000.0,7551000000.0,1771000000.0,,298397000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,107.8799973,109.0800018,1.200004578,1,0.5029515671888397,3.2310104689653305
744,4/30/2022,5/25/2022,ZM,1074000000.0,261821000,144291000.0,5948000000.0,7957000000.0,2009000000.0,,299147000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,102.3399963,110.4199982,8.080001831,1,0.6262470896435859,3.2808722319450863
745,7/31/2022,8/24/2022,ZM,1099000000.0,273611000,172564000.0,5991000000.0,8048000000.0,2057000000.0,,298553000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,83.61000061,81.41000366,-2.199996948,0,0.626847935323716,3.294231420929732
746,10/31/2022,11/23/2022,ZM,1102000000.0,270665000,195946000.0,5756000000.0,7837000000.0,2081000000.0,,295537000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,76.13999939,75.40000153,-0.739997864,0,0.6357218366855799,3.2778173463597224
747,1/31/2023,3/3/2023,ZM,1118000000.0,294354000,261258000.0,6207000000.0,8128000000.0,1921000000.0,,292944000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,70.80999756,71.33000183,0.520004272,1,0.5413045088150946,3.3230887054046874
748,5/31/2018,6/22/2018,MU,7797000000.0,3074000000,603000000.0,29523000000.0,41845000000.0,12322000000.0,3369000000.0,1160000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,56.40852737,52.51623917,-3.892288208,0,0.457647238130928,3.5855523103092097
749,8/30/2018,10/15/2018,MU,8440000000.0,3289000000,567000000.0,33264000000.0,43376000000.0,10112000000.0,3595000000.0,1161000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,41.82727051,41.83714676,0.009876251,1,0.18074052846040167,3.620624590053927
750,11/29/2018,12/19/2018,MU,7889000000.0,3298000000,611000000.0,34838000000.0,44595000000.0,9757000000.0,3876000000.0,1120000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,31.02963066,29.95282936,-1.0768013,0,0.21251559169852202,3.684293059918803
751,2/28/2019,3/21/2019,MU,5805000000.0,2971000000,601000000.0,35529000000.0,47487000000.0,11958000000.0,4390000000.0,1106000000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,43.45729446,40.0589447,-3.398349762,0,0.7226808951081555,3.759706086233663
752,5/30/2019,6/26/2019,MU,4758000000.0,2960000000,606000000.0,36289000000.0,46288000000.0,9999000000.0,4905000000.0,1104000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,36.59145737,38.12268066,1.531223297,1,0.7426576761807533,3.7359428003339397
753,8/29/2019,10/17/2019,MU,4870000000.0,3475000000,623000000.0,36868000000.0,48887000000.0,12019000000.0,5118000000.0,1106000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,44.94900131,44.6723938,-0.276607513,0,0.903394793961019,3.7887616094464986
754,11/28/2019,12/20/2019,MU,5137000000.0,3778000000,640000000.0,36598000000.0,49649000000.0,13051000000.0,4943000000.0,1108000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,54.39323807,54.72911835,0.33588028,1,0.9323955077925132,3.802421661043218
755,2/27/2020,3/26/2020,MU,4749000000.0,3442000000,681000000.0,37121000000.0,49648000000.0,12527000000.0,5208000000.0,1112000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,44.24760056,43.98086929,-0.266731262,0,0.9699522452561143,3.798797911779342
756,5/28/2020,6/29/2020,MU,5384000000.0,3675000000,649000000.0,37918000000.0,52005000000.0,14087000000.0,5405000000.0,1112000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,48.55480194,49.09814072,0.543338776,1,0.9618207937755954,3.8451796719567075
757,9/3/2020,10/19/2020,MU,6016000000.0,3988000000,630000000.0,38996000000.0,53678000000.0,14682000000.0,5373000000.0,1113000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,51.99266052,52.6644249,0.671764374,1,0.8921996669277148,3.875944161861473
758,12/3/2020,1/8/2021,MU,5725000000.0,4037000000,647000000.0,39907000000.0,53691000000.0,13784000000.0,5521000000.0,1117000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,76.48245239,77.71730804,1.234855652,1,0.8786659499848317,3.8725988696978955
759,3/4/2021,4/1/2021,MU,6194000000.0,4587000000,641000000.0,40663000000.0,54135000000.0,13472000000.0,4743000000.0,1121000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,91.2909317,92.61470795,1.323776245,1,0.7770323757981284,3.8772597827585504
760,6/3/2021,7/1/2021,MU,7375000000.0,4296000000,670000000.0,42259000000.0,55943000000.0,13684000000.0,4537000000.0,1120000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,79.13988495,80.09812927,0.958244324,1,0.6181313648255314,3.9110046298597263
761,9/2/2021,10/8/2021,MU,8251000000.0,4362000000,705000000.0,43933000000.0,58849000000.0,14916000000.0,4487000000.0,1119000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,69.36769867,68.4773407,-0.890357971,0,0.5921000571692274,3.9625394119264343
762,12/2/2021,1/6/2022,MU,7559000000.0,4122000000,712000000.0,45908000000.0,61246000000.0,15338000000.0,4827000000.0,1120000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,94.72467041,92.98168945,-1.742980957,0,0.7075945030887629,4.001569855836722
763,3/3/2022,3/30/2022,MU,7731000000.0,4110000000,792000000.0,47845000000.0,63696000000.0,15851000000.0,5383000000.0,1118000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,78.39419556,75.44302368,-2.951171875,0,0.7179943694954609,4.042580391551115
764,6/2/2022,7/1/2022,MU,8642000000.0,4607000000,773000000.0,49281000000.0,65296000000.0,16015000000.0,5629000000.0,1105000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,53.20358276,56.25796127,3.05437851,1,0.616891745565242,4.079085443610268
765,9/1/2022,10/7/2022,MU,6643000000.0,4021000000,839000000.0,49907000000.0,66283000000.0,16376000000.0,6663000000.0,1094000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,52.68340302,51.15995407,-1.523448944,0,0.9022531796478555,4.104092750038481
766,12/1/2022,12/22/2022,MU,4085000000.0,3192000000,849000000.0,49306000000.0,67874000000.0,18568000000.0,8359000000.0,1091000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,49.2183075,49.8057785,0.587471008,1,1.5141179407218348,4.130558338395188
767,3/2/2023,3/29/2023,MU,3604000000.0,4899000000,788000000.0,47257000000.0,66520000000.0,19263000000.0,8129000000.0,1094000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,63.41184998,60.21830368,-3.193546295,0,1.6761418178090997,4.10766195034869
768,4/29/2018,5/24/2018,AMAT,4579000000.0,2523000000,509000000.0,7042000000.0,18498000000.0,11456000000.0,3494000000.0,1029000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,47.79427719,48.97101212,1.176734924,1,0.9170329767422665,2.8890751610109375
769,7/29/2018,8/23/2018,AMAT,4162000000.0,2298000000,505000000.0,6825000000.0,17883000000.0,11058000000.0,3681000000.0,994000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,40.46694946,41.37483597,0.907886505,1,0.9771584198652608,2.8898686130066675
770,10/28/2018,12/13/2018,AMAT,3759000000.0,2102000000,519000000.0,6845000000.0,17633000000.0,10788000000.0,3721000000.0,967000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,32.05914688,31.0700779,-0.989068985,0,1.0542814408019499,2.9033289300045357
771,1/27/2019,2/21/2019,AMAT,3753000000.0,2088000000,516000000.0,8209000000.0,18922000000.0,10713000000.0,3703000000.0,957000000,21013.085,0.87527495,2.387288333,2721.0,94.5,-0.3621,123508,3.9,0.73,2254.933,37.11731339,37.91069794,0.793384552,1,1.048902437165902,2.984277153978965
772,4/28/2019,5/23/2019,AMAT,3539000000.0,2009000000,508000000.0,8201000000.0,18775000000.0,10574000000.0,3677000000.0,942000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,38.37360764,37.48007584,-0.893531799,0,1.0945539564333822,2.992276202213629
773,7/28/2019,8/22/2019,AMAT,3562000000.0,2005000000,515000000.0,8116000000.0,18805000000.0,10689000000.0,3539000000.0,929000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,45.38951492,44.01905441,-1.37046051,0,1.0988929902677291,3.0077693321113372
774,10/27/2019,12/13/2019,AMAT,3754000000.0,2120000000,515000000.0,8214000000.0,19024000000.0,10810000000.0,3474000000.0,916000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,57.98144913,58.06860352,0.087154388,1,1.0576496936390662,3.0334402541618153
775,1/26/2020,2/20/2020,AMAT,4162000000.0,2304000000,552000000.0,8660000000.0,19767000000.0,11107000000.0,3472000000.0,916000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,64.50811768,59.33968735,-5.168430328,0,0.9815798121467355,3.071752794762102
776,4/26/2020,5/21/2020,AMAT,3957000000.0,2208000000,550000000.0,9024000000.0,21815000000.0,12791000000.0,3725000000.0,917000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13.0,33.35,2078.07,53.66518784,53.78224182,0.117053986,1,1.1732556361495485,3.1692456133177473
777,7/26/2020,8/20/2020,AMAT,4395000000.0,2440000000,572000000.0,9569000000.0,21171000000.0,11602000000.0,3952000000.0,915000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,62.42597961,62.37704849,-0.048931122,0,0.9707099659175064,3.1414635344784405
778,10/25/2020,12/11/2020,AMAT,4688000000.0,2558000000,560000000.0,10578000000.0,22353000000.0,11775000000.0,3904000000.0,914000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,86.66825867,86.86457062,0.196311951,1,0.9209725876630991,3.1968852476102136
779,1/31/2021,2/25/2021,AMAT,5162000000.0,2813000000,606000000.0,11473000000.0,23305000000.0,11832000000.0,3925000000.0,915000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0.0,2937.989,112.0368576,120.2186203,8.181762695,1,0.8294836239110961,3.237499143720121
780,5/2/2021,5/27/2021,AMAT,5549000000.0,2929000000,617000000.0,11993000000.0,24085000000.0,12092000000.0,4053000000.0,918000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,135.7668915,136.1510773,0.384185791,1,0.7789263455631099,3.26714712835747
781,8/1/2021,8/26/2021,AMAT,6148000000.0,3229000000,640000000.0,12060000000.0,24479000000.0,12419000000.0,4117000000.0,908000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,130.7550201,134.2684021,3.513381958,1,0.7031007322000059,3.2943265074683743
782,10/31/2021,12/17/2021,AMAT,6021000000.0,3178000000,622000000.0,12247000000.0,25825000000.0,13578000000.0,4309000000.0,892000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,144.4689636,143.3420563,-1.126907349,0,0.8131974773695263,3.365632161339679
783,1/30/2022,2/24/2022,AMAT,6206000000.0,3312000000,654000000.0,11890000000.0,25428000000.0,13538000000.0,4526000000.0,889000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,132.1231689,132.8955841,0.772415161,1,0.779983980186834,3.3535089723878406
784,5/1/2022,5/26/2022,AMAT,6245000000.0,3318000000,686000000.0,11579000000.0,25459000000.0,13880000000.0,5009000000.0,878000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,114.2301712,116.4339676,2.203796387,1,0.7986678112986679,3.3671780002862066
785,7/31/2022,8/25/2022,AMAT,6484000000.0,3514000000,705000000.0,12070000000.0,26161000000.0,14091000000.0,5506000000.0,864000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,104.5002289,96.08049011,-8.41973877,0,0.7761986917027133,3.4104522624951823
786,10/30/2022,12/16/2022,AMAT,6706000000.0,3648000000,726000000.0,12194000000.0,26726000000.0,14532000000.0,5932000000.0,844000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,104.4853058,103.7470322,-0.738273621,0,0.7733504664170383,3.455239658831856
